source_type,source_email,document_id,path,tags,cf_doc_uid
googledrive,giacomomoscardini@gmail.com,1_EZDi8f875ItuYlTRzBiVx28O3MBC-cf,/San Gimignano+Siena/DSC_0379.JPG,,bccee508-2a7e-4c37-9297-223b4b83df2b
googledrive,giacomomoscardini@gmail.com,1M5OQC8CNZ-a0e0i3HqXLU64XL63tAEZo,/San Gimignano+Siena/DSC_0286.JPG,,ce4ca77d-9882-4bae-86d1-828871be1d6a
googledrive,giacomomoscardini@gmail.com,0B6kQ8Li09nJDMGlzYXExS2FQWms,/Reicast/reicast-20141031_863.apk,,eb5b909a-6399-47e1-8406-1029b654d241
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144DX2xfZFk1N0tXUEE,/Il mio Drive/Università Drive/Economia/33 - analisi costi volumi risultati.pdf,,4d560cfe-b9d1-4b0f-9624-975ecc40331d
googledrive,giacomomoscardini@gmail.com,1kbYTqpDuE1mgbf2nyAi1CXzFGCSEfHA6,/San Gimignano+Siena/DSC_0328.JPG,,98f09d09-0760-446b-8a75-c570818dda3f
googledrive,giacomomoscardini@gmail.com,0B6kQ8Li09nJDQ3JvUVg4NldNd0U,/Reicast/reicast-20150120_1097.apk,,c230a453-5bd0-49d7-99ed-ab901ef2da2c
googledrive,giacomomoscardini@gmail.com,1cFBWhClse-3oJ7baY-RaU_rDsKC-cyQW,/San Gimignano+Siena/DSC_0315.JPG,,c68b8b1c-1c53-454a-a8f4-3460d5d071c2
googledrive,giacomomoscardini@gmail.com,1trtITKPXy6VQx1wC3Hz4paY1_q2FVHVd,/San Gimignano+Siena/DSC_0317.JPG,,652d6fb7-e3ca-4167-a490-4cb51581f407
googledrive,giacomomoscardini@gmail.com,0B6kQ8Li09nJDaWQ5Tk93Q002UVU,/Reicast/reicast-20140210_412.apk,,66eb18b5-cade-4e88-a30e-434c479c6e58
googledrive,giacomomoscardini@gmail.com,17XK_flRyE2BerV3boL5vt2rzQpexA1LH,/San Gimignano+Siena/DSC_0304.JPG,,a27b1d61-c890-4d27-9dcc-276c6809adf1
googledrive,giacomomoscardini@gmail.com,0B6kQ8Li09nJDb0hjM3l6NU5YVUk,/Reicast/reicast-20140214_461.apk,,bcc80049-afcb-448d-81b3-2134be904809
googledrive,giacomomoscardini@gmail.com,1CHZAS0QZNGywXLlTTbuWDkxS2pVPu5bA,/San Gimignano+Siena/DSC_0325.JPG,,e0bd676d-d175-4251-b049-6f4c699ff86e
googledrive,giacomomoscardini@gmail.com,15IiSM3T3Fson4cbgezySvWHUbFCYSiu7,/San Gimignano+Siena/DSC_0280.JPG,,f54a2b87-0f18-4828-aa35-e7ea5ba5b07f
googledrive,giacomomoscardini@gmail.com,1tFRgzuhDkqPw9lPhtZpQSxrucvvZQFeoY7maQ958QYU,/Il mio Drive/Diseducatore/Campeggio Estate 2017,,43d14d77-4038-4341-9be5-cc51ecbbe3ca
googledrive,giacomomoscardini@gmail.com,1TEnac8KEBMpzh5PqrGaJTjQ9d5vdAh0-,/Il mio Drive/pokemon/2EunbkL.jpg,,e2b55cca-d33f-4aa3-b57f-af1c61888383
googledrive,giacomomoscardini@gmail.com,1ulkVblZCCMJsXM-qbo1e6-ow7NCi8S8X,/San Gimignano+Siena/DSC_0365.JPG,sara,ab05c1a5-c9f6-488c-a2fe-b13cbd85ba8a
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144DenZxVVJ5QmFhUlMwMFduTzdnZzYzVmVrb2pj,/Il mio Drive/Università Drive/Economia/8 - cap 15_16 mar(1).pdf,,2a207049-ca52-4b84-9565-f30732e1e335
googledrive,giacomomoscardini@gmail.com,1rxUB8-VZQI8jJfeFnTfFLUY5L9nmWVGd,/San Gimignano+Siena/DSC_0346.JPG,,cbf6837a-48a8-4dea-9add-482af82f356c
googledrive,giacomomoscardini@gmail.com,1QOkzCY6luNAdFtJhwKPASwdgiznKfTtI,/San Gimignano+Siena/DSC_0374.JPG,,c3f0706d-ffd3-4db4-9823-a27d7cce2897
googledrive,giacomomoscardini@gmail.com,1lYhNuGZ4nW-H3wXZSs1Q4M2uZw9W0ylh,/San Gimignano+Siena/DSC_0298.JPG,,f61a17c2-dfc9-4288-8b8c-f759670c4118
googledrive,giacomomoscardini@gmail.com,1olJXNhi3mUiy7UNONPirQ0DIYX617rw-,/San Gimignano+Siena/DSC_0277.JPG,,0a0d7b59-cc0d-416b-a078-a9e69a991956
googledrive,giacomomoscardini@gmail.com,1dIFw5iOpJ9kYdSYn1goPk5X3HGeRPzKn,/San Gimignano+Siena/DSC_0306.JPG,,73226449-4705-4666-b294-7dfb93075daa
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144Dc045XzFzQk9sLW8,/Il mio Drive/Vacanza Picciotti 2017,,9948f64a-cc1c-4b0a-843d-2f08898b2937
googledrive,giacomomoscardini@gmail.com,0B6kQ8Li09nJDS2dUSEk0ZGwwS2M,/Reicast/reicast-20140203_345.apk,,9cdb5b43-d8c5-4fe1-ae7e-1a965603fc65
googledrive,giacomomoscardini@gmail.com,1av-NRS20SHqT1i7hR9LeNTTg-6z_aVLT,/San Gimignano+Siena/DSC_0283.JPG,,b6be171c-4d8a-4157-aa9d-5be959d2cfd3
googledrive,giacomomoscardini@gmail.com,14IJt7XqhIn3BgrriaWDj4-HEVrJejfHY,/San Gimignano+Siena/DSC_0282.JPG,,fe416898-3da0-4ea8-8a18-ca32e895d713
googledrive,giacomomoscardini@gmail.com,1lNVLE6lGRHUP-j2aSSrI1RSwFWYUIENi,/San Gimignano+Siena/DSC_0297.JPG,,1a23adc1-ab8d-4bf2-b0c5-a512924f4737
googledrive,giacomomoscardini@gmail.com,1SnH8ZDlrXsu8KwrpVTExGysZwcFQppJf,/San Gimignano+Siena/DSC_0342.JPG,,3d7298fb-56ed-41ae-a1b7-20f5c1f0684d
googledrive,giacomomoscardini@gmail.com,0B6kQ8Li09nJDQ0s1bk9qNDFOdFU,/Reicast/reicast-20140121_212.apk,,5023964f-9dc9-4b55-9cd4-d188e1eb56bb
googledrive,giacomomoscardini@gmail.com,1aG5MvAJ-m2y7_HZVG4AYTu410cRAKslT,/San Gimignano+Siena/DSC_0292.JPG,,a2505c25-e49a-450e-9d29-ce735c148295
googledrive,giacomomoscardini@gmail.com,1p1NfBZRssHUI-Ifh7L2UoxMIyriiK7sX,/San Gimignano+Siena/DSC_0378.JPG,,be25c9ec-3d81-42e4-b600-2aba7069a441
googledrive,giacomomoscardini@gmail.com,18gyFH2x01P9XXwfobSkpHrO_UKRnlKwd,/San Gimignano+Siena/DSC_0268.JPG,,cf5e9e95-ae0d-4d11-9021-637918d0485b
googledrive,giacomomoscardini@gmail.com,1UtnThKN9qC2btJHclAfyH46XCJb4lqFD,/San Gimignano+Siena/DSC_0348.JPG,,dcf8e546-0c75-4f3b-9c3b-2d56066b4e9a
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144DUVhxTjlZeEZEY1E,/Il mio Drive/Università Drive/Economia/1 - ABC cap 1_2 mar 15.pdf,,48667384-c274-4db8-895a-eac9067665b9
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144DVWhjdVJPY0oxUlk,/Il mio Drive/Università Drive/Economia/esercizi su costi.pdf,,4dd69ae6-f3bc-445b-a064-802b33e77534
googledrive,giacomomoscardini@gmail.com,0B6kQ8Li09nJDMmxzbHJoRmFjQkU,/Reicast/reicast-20140220_512.apk,,e591485b-4ec0-4292-8d5b-783ffc86ed82
googledrive,giacomomoscardini@gmail.com,1O3YDHyenF6V6Jr53DndfcogyZUGGsX2g,/San Gimignano+Siena/DSC_0316.JPG,,044e6a9b-1636-4720-9b8c-dd10508a7d15
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144DM2k4VEJwa3Nkb1k,/Il mio Drive/Università Drive/Economia/13 - bilancio di una famiglia.pdf,,4bad4133-f2a0-4532-ada5-c3f8fafb0175
googledrive,giacomomoscardini@gmail.com,1ifn28zV42tmb4juYMe_zafwTuCWvABH8,/Il mio Drive/Diseducatore/assisi-roma/Via Amerina Assisi-Roma.kmz,,0a19dc70-2632-4717-94bb-25c66e1e77f1
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144DWTVzWlk3dzlDZVk,/Il mio Drive/Università Drive/Economia/9 - cap 5_17 mar.pdf,,2700d71e-56b4-450f-881d-7ae396507d19
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144DaGZNaURUQWYwSms,/Il mio Drive/Università Drive/Economia/10 - La ragioneria.pdf,,54ca3fbc-47c2-4170-83a1-25cd5b11cacc
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144DWUE5X3BDcS1oQlU,/Il mio Drive/Università Drive/Economia/2 - ABC cap 2_2-3 mar 15.pdf,,a1a69a26-8ab6-48be-854b-3ffe7bbf6369
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144Da0RYM0w4TktoZ0E,/Il mio Drive/Università Drive/Economia/Syllabus economia aziendale 2014_15.pdf,,dfe731ab-0a3b-4c5e-8e2a-3816ccde036e
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144DUWdEZ2V6NXV0S1k,/Il mio Drive/Università Drive/Economia/16 - IVA.pdf,,0b617fd8-92be-44a4-8874-b769eaed3c2a
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144DVk9EQS16UjlHMTg,/Il mio Drive/Università Drive/Economia/18 - vendite.pdf,,2cc00711-b018-4900-8aa0-dd77101866be
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144DZkJnWldKVUh2WEVqM1BON04zeXhIN1I0SHU0,/Il mio Drive/Università Drive/Economia/4 - cap 4 -9 mar 15.pdf,,b3838dbc-75f1-423f-84eb-3c74f2c6dc9d
googledrive,giacomomoscardini@gmail.com,1S_EfrAwZFQjAvwUymmwqVbahnW3CiXiY,/San Gimignano+Siena/DSC_0370.JPG,siena,40d63b5c-5d49-4931-b8a1-58897013fbda
googledrive,giacomomoscardini@gmail.com,0B-FZcJH5IP7FbDllOVFUaFZtbUk,/P1000555.JPG,,2bd6f78f-b66e-4cce-b5f9-b0aeb34027d8
googledrive,giacomomoscardini@gmail.com,1wg76Gar59bUwRmPUwz-3Gk8FLhqwI7ZJqVQSkB2I-wE,/DECOSTRUZIONE DELLA RIFORMA ,,3b844a20-a1c8-4357-b938-607e644623de
googledrive,giacomomoscardini@gmail.com,0B2FG4wbnEIzvQmhoamxvejdRd1E,/xposed-v78-sdk21-arm64-MIUI-edition-by-SolarWarez-20151124.zip,,439c14d2-5247-4b37-9642-f2cedac5b2a6
googledrive,giacomomoscardini@gmail.com,0B-Fin8UxrD6PVGZyVHc1aTN5V2s,/RR MM for latte,,f5380259-dc50-474e-9218-b796abdc7c63
googledrive,giacomomoscardini@gmail.com,1RKtSHFARBdthS7khzxzurRDjk7n67jT3,/San Gimignano+Siena/DSC_0291.JPG,,04de08ef-7723-4cc2-93fd-74bcb9b903ab
googledrive,giacomomoscardini@gmail.com,1Rk0jEf4Warze1ab-k1sEgI-uinIomiSs,/San Gimignano+Siena/DSC_0354.JPG,,2d1de174-9d15-4531-8421-403d3c4e9c71
googledrive,giacomomoscardini@gmail.com,1qHIjAuUFOMz6wCWeLA_7-7psQdUQ6ZLI,/San Gimignano+Siena/DSC_0320.JPG,,80423072-5639-4f89-863c-9c8084dedf6d
googledrive,giacomomoscardini@gmail.com,1YxVF4oT1lLkPU3MO7WmufPuaX5T7FlDs,/San Gimignano+Siena/DSC_0313.JPG,,c7929ae0-b615-405f-b19d-3d76d391000e
googledrive,giacomomoscardini@gmail.com,1sjECY6BFxMZSJD45-XEtJgAOGWee5rte,/San Gimignano+Siena/DSC_0330.JPG,,87a5782b-b3cc-47d0-9ee8-cb5c266b1d33
googledrive,giacomomoscardini@gmail.com,1KEXfoYRGzYJeGp_vUSxvy7c9_6XGY6yA,/San Gimignano+Siena/DSC_0338.JPG,,99c7f889-8cc7-4fd7-94a3-5267d1b46965
googledrive,giacomomoscardini@gmail.com,1SPpa0s79lZztr5Nb-411yw0eb_bvK3VV,/San Gimignano+Siena/DSC_0314.JPG,,a1d43121-6a61-4b35-b1e7-992f1d48f4f2
googledrive,giacomomoscardini@gmail.com,1ZUO57_6sbw_ObsER_NgfSrd4GrBFfqH1,/San Gimignano+Siena/DSC_0356.JPG,,aff4b696-d387-4844-8833-1e2f44e3a9bc
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144DbVFOVEJuY3ZkMXc,/Il mio Drive/Barcellona/entradas.pdf,,2b81cd49-ee47-4a53-8c3b-909faffb0aab
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144DSHgyd1ZaeWJhcTQ,/Il mio Drive/Università Drive/Database,,823c598d-032c-40dc-bca2-83643a290fa3
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144DZXl0a0pzR0IzWHc,/Il mio Drive/Diseducatore/Riunione Consiglio Pastorale 8 Novembre 2016.docx,,a8551f77-f488-41b3-90e5-42e3107ec1e4
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144DUjBSa3U0ZzMzNHM,/Il mio Drive/Barcellona/Gestisci le tue prenotazioni - Booking.pdf,,c0939030-0d06-4074-a91b-5fe8d7262fb2
googledrive,giacomomoscardini@gmail.com,13Bb8YAc3CkC9tos1_TJzsPXdum-h5P-s,/Il mio Drive/pokemon/sprites_jaune.png,,e85a49a7-59fb-4b65-a8dc-a7feeb7bc6ae
googledrive,giacomomoscardini@gmail.com,1AlQRV1eb_yFtIWZZKV615HyRjsmW8nyY,/San Gimignano+Siena/DSC_0372.JPG,,55ca4447-c826-4be3-90ce-2372980caf8e
googledrive,giacomomoscardini@gmail.com,1ciopasqYH58gMIscE-dzqCPrhH10mqYC,/San Gimignano+Siena/DSC_0307.JPG,,635adc0a-a318-4369-af6b-9e731e23675a
googledrive,giacomomoscardini@gmail.com,1fGVBYuUklccuzBt0hs9NKnsBDRPa2kxY,/San Gimignano+Siena/DSC_0381.JPG,,6bfdf0e7-146c-47ee-98c5-c3f1a6e9e72d
googledrive,giacomomoscardini@gmail.com,14qvyjC8HIIxYTXlva6LOJMARU6OrPwze,/San Gimignano+Siena/DSC_0331.JPG,,7cb5b9d5-a679-4763-8d0f-04dd8316b827
googledrive,giacomomoscardini@gmail.com,1Ne624gSncwbgY0R3AZSCW_JAS-iK73jb,/San Gimignano+Siena/DSC_0321.JPG,,b9d96d83-6a7f-4a85-a5f9-afe8092a5011
googledrive,giacomomoscardini@gmail.com,1_Qj5Njvj-TLD-IZOzj2jh9gSgm5RCtN3,/San Gimignano+Siena/DSC_0319.JPG,,e08edf0c-0bac-46e6-84b4-d63653ead9d1
googledrive,giacomomoscardini@gmail.com,0B6kQ8Li09nJDVHlJMFdDLWFUTXc,/Reicast/reicast-20140206_367.apk,,01decb5b-7beb-4111-93b6-6da57baa82d2
googledrive,giacomomoscardini@gmail.com,0B5cBQm8RPqdUOXlVQktsQkdGWWM,/app-debug.apk,,0c524ad4-7d99-46fc-bb94-a91a96e3ac4d
googledrive,giacomomoscardini@gmail.com,0B3gagHy8lav6ZTdiOGYyMzYtMDFjNy00YWJmLWJmMGEtNmE5YjUyN2IzOTVk,/Kingdom Hearts (240x320).jar,,26aacc4a-fb6e-4b83-885a-f5af19bd407c
googledrive,giacomomoscardini@gmail.com,1CHVFa8RsxLSshpg4prYnHEJ6vkJa9jwEenzphYJxNS8,/Pokemon Structure,,35ae796e-2fff-4024-be49-38c6c9e216fe
googledrive,giacomomoscardini@gmail.com,0B6kQ8Li09nJDd1g2U1hkQnAzd1E,/Reicast,,40f92653-2913-4f06-94c4-115af844ceb0
googledrive,giacomomoscardini@gmail.com,0B-Fin8UxrD6PdUZNTFB5QWgxRVk,/TWRP_3.1.1.0_latte_x86_64-24052017-V2.img,,412f9cdf-0013-4400-9a19-29e199cdceb0
googledrive,giacomomoscardini@gmail.com,1PRlUlpVs3L1ylRudUcVLmE43Zc_CLyMf,/lineage-15.1-20180312-UNOFFICIAL-m8.zip,,c27b2fc7-c64c-42b1-86ba-72ec1ea38b5a
googledrive,giacomomoscardini@gmail.com,1qp5zKdmfGYRjRTb-7bU-vDId5eDdJaJJ,/arm,,c2c46bf1-4bb2-4131-a5e8-198f0fb54fd5
googledrive,giacomomoscardini@gmail.com,1Tl7f6p5Yff8w_Td8MbYVMfe7XcGr0mkTC_ZpsaiFJdY,/Vacanza picciotti estate 2017,,d6075bb5-ec7a-4c4b-8a01-b6eb01dcf681
googledrive,giacomomoscardini@gmail.com,0B1xsw2t1juz4MmEyYmw2ZlEwQXM,/SD_GPE_7.5_StockUI.zip,,d79f5907-176d-44e9-8141-86e5a895bde0
googledrive,giacomomoscardini@gmail.com,0B5KzhAIJcpmPS3AxRTlERW03ZFk,/MusicAll_alpha_1.apk,,f5d4ffbf-db56-4cf8-9d8a-8f3c9e72afbe
googledrive,giacomomoscardini@gmail.com,1JKZXDdCVyZXXeTmXRJRnnzBeVSjhHapLTvem9pK7DdE,/DomandePossibiliIs,,f7b72751-bb20-420c-ac9f-4d5a141dbdd7
googledrive,giacomomoscardini@gmail.com,11NdaWvdRWTswPhhGwjdbmuVcWin8QbI4,/San Gimignano+Siena/DSC_0284.JPG,,1f956bb9-e544-4e0a-bac6-2782c76bcaa9
googledrive,giacomomoscardini@gmail.com,1SMkQjdJQqi6OUw-NazXAbwBt3C3b6mIx,/San Gimignano+Siena/DSC_0359.JPG,,3f24b708-6b25-488e-bfaa-e55ae55acf77
googledrive,giacomomoscardini@gmail.com,0B6kQ8Li09nJDSVJOcDhqSGhNMlk,/Reicast/reicast-20140216_481.apk,,43fd5375-e198-4609-a1d6-fb96aeea3db5
googledrive,giacomomoscardini@gmail.com,1oV5sOamhT_Ty5BxRjugmz4OLBKkMiFv8,/San Gimignano+Siena/DSC_0294.JPG,,4ae5a811-78a3-4eac-bc65-bce4361a7e81
googledrive,giacomomoscardini@gmail.com,1pGDAKsnbkvfsJZKN8A9LqNHV0oSrYhm5,/San Gimignano+Siena/DSC_0293.JPG,,5a389ff6-787f-4f72-8934-0736262af5c4
googledrive,giacomomoscardini@gmail.com,0Bwz1vEaJ144DMllRYTk4V3ZTbk0,/Il mio Drive/Università Drive/Economia/24 - es 3 soluzioni.pdf,,ffe35031-ac90-48e6-901d-8831196d1e80
googledrive,giacomomoscardini@gmail.com,10PC_doJm1R7Gmru4Vu2GNVJo7iYgbpHy,/San Gimignano+Siena/DSC_0301.JPG,,0f5b25bc-3d8c-4340-a370-28965510d312
googledrive,giacomomoscardini@gmail.com,1Q3VPvsjj6ACMOD34GTa4---lMzh1aHk9,/San Gimignano+Siena/DSC_0281.JPG,,b6c7a775-8cdc-4cca-b6c3-ba588e52c176
googledrive,giacomomoscardini@gmail.com,1nrySQ0ItoQWCHTl0f_yRPkpBWZnnNgAB,/San Gimignano+Siena/DSC_0358.JPG,,d73c2672-818d-4182-addd-a6b2bede0bfd
